tie,x,y
4_1459,134956,2134437
4_1460,134956,2170719
4_1461,134956,2207001
4_1462,134956,2243283
4_1463,134956,2279565
4_1464,134956,2315847
4_1465,134956,2352129
4_1466,134956,2388411
4_1467,134956,2424693
4_1468,134956,2460975
4_1469,134956,2497257
4_1470,134956,2533539
4_1471,134956,2569821
4_1472,134956,2606103
4_1473,134956,2642385
4_1474,134956,2678667
4_1475,134956,2714949
4_1476,134956,2751231
4_1477,134956,2787513
4_1478,134956,2823795
4_1501,168695,36282
4_1502,168695,72564
4_1503,168695,108846
4_1504,168695,145128
4_1505,168695,181410
4_1506,168695,217692
4_1507,168695,253974
4_1508,168695,290256
4_1509,168695,326538
4_1510,168695,362820
4_1511,168695,399102
4_1512,168695,435384
4_1513,168695,471666
4_1514,168695,507948
4_1515,168695,544230
4_1516,168695,580512
4_1517,168695,616794
4_1518,168695,653076
4_1519,168695,689358
4_1520,168695,725640
4_1521,168695,761922
4_1522,168695,798204
4_1523,168695,834486
4_1524,168695,870768
4_1525,168695,907050
4_1526,168695,943332
4_1527,168695,979614
4_1528,168695,1015896
4_1529,168695,1052178
4_1530,168695,1088460
4_1531,168695,1124742
4_1532,168695,1161024
4_1533,168695,1197306
4_1534,168695,1233588
4_1535,168695,1269870
4_1536,168695,1306152
4_1537,168695,1342434
4_1538,168695,1378716
4_1539,168695,1414998
4_1540,168695,1451280
4_1541,168695,1487562
4_1542,168695,1523844
4_1543,168695,1560126
4_1544,168695,1596408
4_1545,168695,1632690
4_1546,168695,1668972
4_1547,168695,1705254
4_1548,168695,1741536
4_1549,168695,1777818
4_1550,168695,1814100
4_1551,168695,1850382
4_1552,168695,1886664
4_1553,168695,1922946
4_1554,168695,1959228
4_1555,168695,1995510
4_1556,168695,2031792
4_1557,168695,2068074
4_1558,168695,2104356
4_1559,168695,2140638
4_1560,168695,2176920
4_1561,168695,2213202
4_1562,168695,2249484
4_1563,168695,2285766
4_1564,168695,2322048
4_1565,168695,2358330
4_1566,168695,2394612
4_1567,168695,2430894
4_1568,168695,2467176
4_1569,168695,2503458
4_1570,168695,2539740
4_1571,168695,2576022
4_1572,168695,2612304
4_1573,168695,2648586
4_1574,168695,2684868
4_1575,168695,2721150
4_1576,168695,2757432
4_1577,168695,2793714
4_1578,168695,2829996
4_1601,202434,30081
4_1602,202434,66363
4_1603,202434,102645
4_1604,202434,138927
4_1605,202434,175209
4_1606,202434,211491
4_1607,202434,247773
4_1608,202434,284055
4_1609,202434,320337
4_1610,202434,356619
4_1611,202434,392901
4_1612,202434,429183
4_1613,202434,465465
4_1614,202434,501747
4_1615,202434,538029
4_1616,202434,574311
4_1617,202434,610593
4_1618,202434,646875
4_1619,202434,683157
4_1620,202434,719439
4_1621,202434,755721
4_1622,202434,792003
4_1623,202434,828285
4_1624,202434,864567
4_1625,202434,900849
4_1626,202434,937131
4_1627,202434,973413
4_1628,202434,1009695
4_1629,202434,1045977
4_1630,202434,1082259
4_1631,202434,1118541
4_1632,202434,1154823
4_1633,202434,1191105
4_1634,202434,1227387
4_1635,202434,1263669
4_1636,202434,1299951
4_1637,202434,1336233
4_1638,202434,1372515
4_1639,202434,1408797
4_1640,202434,1445079
4_1641,202434,1481361
4_1642,202434,1517643
4_1643,202434,1553925
4_1644,202434,1590207
4_1645,202434,1626489
4_1646,202434,1662771
4_1647,202434,1699053
4_1648,202434,1735335
4_1649,202434,1771617
4_1650,202434,1807899
4_1651,202434,1844181
4_1652,202434,1880463
4_1653,202434,1916745
4_1654,202434,1953027
4_1655,202434,1989309
4_1656,202434,2025591
4_1657,202434,2061873
4_1658,202434,2098155
4_1659,202434,2134437
4_1660,202434,2170719
4_1661,202434,2207001
4_1662,202434,2243283
4_1663,202434,2279565
4_1664,202434,2315847
4_1665,202434,2352129
4_1666,202434,2388411
4_1667,202434,2424693
4_1668,202434,2460975
4_1669,202434,2497257
4_1670,202434,2533539
4_1671,202434,2569821
4_1672,202434,2606103
4_1673,202434,2642385
4_1674,202434,2678667
4_1675,202434,2714949
4_1676,202434,2751231
4_1677,202434,2787513
4_1678,202434,2823795
4_2001,0,42483
4_2002,0,78765
4_2003,0,115047
4_2004,0,151329
4_2005,0,187611
4_2006,0,223893
4_2007,0,260175
4_2008,0,296457
4_2009,0,332739
4_2010,0,369021
4_2011,0,405303
4_2012,0,441585
4_2013,0,477867
4_2014,0,514149
4_2015,0,550431
4_2016,0,586713
4_2017,0,622995
4_2018,0,659277
4_2019,0,695559
4_2020,0,731841
4_2021,0,768123
4_2022,0,804405
4_2023,0,840687
4_2024,0,876969
4_2025,0,913251
4_2026,0,949533
4_2027,0,985815
4_2028,0,1022097
4_2029,0,1058379
4_2030,0,1094661
4_2031,0,1130943
4_2032,0,1167225
4_2033,0,1203507
4_2034,0,1239789
4_2035,0,1276071
4_2036,0,1312353
4_2037,0,1348635
4_2038,0,1384917
4_2039,0,1421199
4_2040,0,1457481
4_2041,0,1493763
4_2042,0,1530045
4_2043,0,1566327
4_2044,0,1602609
4_2045,0,1638891
4_2046,0,1675173
4_2047,0,1711455
4_2048,0,1747737
4_2049,0,1784019
4_2050,0,1820301
4_2051,0,1856583
4_2052,0,1892865
4_2053,0,1929147
4_2054,0,1965429
4_2055,0,2001711
4_2056,0,2037993
4_2057,0,2074275
4_2058,0,2110557
4_2059,0,2146839
4_2060,0,2183121
4_2061,0,2219403
4_2062,0,2255685
4_2063,0,2291967
4_2064,0,2328249
4_2065,0,2364531
4_2066,0,2400813
4_2067,0,2437095
4_2068,0,2473377
4_2069,0,2509659
4_2070,0,2545941
4_2071,0,2582223
4_2072,0,2618505
4_2073,0,2654787
4_2074,0,2691069
4_2075,0,2727351
4_2076,0,2763633
4_2077,0,2799915
4_2078,0,2836197
4_2101,33739,36282
4_2102,33739,72564
4_2103,33739,108846
4_2104,33739,145128
4_2105,33739,181410
4_2106,33739,217692
4_2107,33739,253974
4_2108,33739,290256
4_2109,33739,326538
4_2110,33739,362820
4_2111,33739,399102
4_2112,33739,435384
4_2113,33739,471666
4_2114,33739,507948
4_2115,33739,544230
4_2116,33739,580512
4_2117,33739,616794
4_2118,33739,653076
4_2119,33739,689358
4_2120,33739,725640
4_2121,33739,761922
4_2122,33739,798204
4_2123,33739,834486
4_2124,33739,870768
4_2125,33739,907050
4_2126,33739,943332
4_2127,33739,979614
4_2128,33739,1015896
4_2129,33739,1052178
4_2130,33739,1088460
4_2131,33739,1124742
4_2132,33739,1161024
4_2133,33739,1197306
4_2134,33739,1233588
4_2135,33739,1269870
4_2136,33739,1306152
4_2137,33739,1342434
4_2138,33739,1378716
4_2139,33739,1414998
4_2140,33739,1451280
4_2141,33739,1487562
4_2142,33739,1523844
4_2143,33739,1560126
4_2144,33739,1596408
4_2145,33739,1632690
4_2146,33739,1668972
4_2147,33739,1705254
4_2148,33739,1741536
4_2149,33739,1777818
4_2150,33739,1814100
4_2151,33739,1850382
4_2152,33739,1886664
4_2153,33739,1922946
4_2154,33739,1959228
4_2155,33739,1995510
4_2156,33739,2031792
4_2157,33739,2068074
4_2158,33739,2104356
4_2159,33739,2140638
4_2160,33739,2176920
4_2161,33739,2213202
4_2162,33739,2249484
4_2163,33739,2285766
4_2164,33739,2322048
4_2165,33739,2358330
4_2166,33739,2394612
4_2167,33739,2430894
4_2168,33739,2467176
4_2169,33739,2503458
4_2170,33739,2539740
4_2171,33739,2576022
4_2172,33739,2612304
4_2173,33739,2648586
4_2174,33739,2684868
4_2175,33739,2721150
4_2176,33739,2757432
4_2177,33739,2793714
4_2178,33739,2829996
4_2201,67478,42483
4_2202,67478,78765
4_2203,67478,115047
4_2204,67478,151329
4_2205,67478,187611
4_2206,67478,223893
4_2207,67478,260175
4_2208,67478,296457
4_2209,67478,332739
4_2210,67478,369021
4_2211,67478,405303
4_2212,67478,441585
4_2213,67478,477867
4_2214,67478,514149
4_2215,67478,550431
4_2216,67478,586713
4_2217,67478,622995
4_2218,67478,659277
4_2219,67478,695559
4_2220,67478,731841
4_2221,67478,768123
4_2222,67478,804405
4_2223,67478,840687
4_2224,67478,876969
4_2225,67478,913251
4_2226,67478,949533
4_2227,67478,985815
4_2228,67478,1022097
4_2229,67478,1058379
4_2230,67478,1094661
4_2231,67478,1130943
4_2232,67478,1167225
4_2233,67478,1203507
4_2234,67478,1239789
4_2235,67478,1276071
4_2236,67478,1312353
4_2237,67478,1348635
4_2238,67478,1384917
4_2239,67478,1421199
4_2240,67478,1457481
4_2241,67478,1493763
4_2242,67478,1530045
4_2243,67478,1566327
4_2244,67478,1602609
4_2245,67478,1638891
4_2246,67478,1675173
4_2247,67478,1711455
4_2248,67478,1747737
4_2249,67478,1784019
4_2250,67478,1820301
4_2251,67478,1856583
4_2252,67478,1892865
4_2253,67478,1929147
4_2254,67478,1965429
4_2255,67478,2001711
4_2256,67478,2037993
4_2257,67478,2074275
4_2258,67478,2110557
4_2259,67478,2146839
4_2260,67478,2183121
4_2261,67478,2219403
4_2262,67478,2255685
4_2263,67478,2291967
4_2264,67478,2328249
4_2265,67478,2364531
4_2266,67478,2400813
4_2267,67478,2437095
4_2268,67478,2473377
4_2269,67478,2509659
4_2270,67478,2545941
4_2271,67478,2582223
4_2272,67478,2618505
4_2273,67478,2654787
4_2274,67478,2691069
4_2275,67478,2727351
4_2276,67478,2763633
4_2277,67478,2799915
4_2278,67478,2836197
4_2301,101217,36282
4_2302,101217,72564
4_2303,101217,108846
4_2304,101217,145128
4_2305,101217,181410
4_2306,101217,217692
4_2307,101217,253974
4_2308,101217,290256
4_2309,101217,326538
4_2310,101217,362820
4_2311,101217,399102
4_2312,101217,435384
4_2313,101217,471666
4_2314,101217,507948
4_2315,101217,544230
4_2316,101217,580512
4_2317,101217,616794
4_2318,101217,653076
4_2319,101217,689358
4_2320,101217,725640
4_2321,101217,761922
4_2322,101217,798204
4_2323,101217,834486
4_2324,101217,870768
4_2325,101217,907050
4_2326,101217,943332
4_2327,101217,979614
4_2328,101217,1015896
4_2329,101217,1052178
4_2330,101217,1088460
4_2331,101217,1124742
4_2332,101217,1161024
4_2333,101217,1197306
4_2334,101217,1233588
4_2335,101217,1269870
4_2336,101217,1306152
4_2337,101217,1342434
4_2338,101217,1378716
4_2339,101217,1414998
4_2340,101217,1451280
4_2341,101217,1487562
4_2342,101217,1523844
4_2343,101217,1560126
4_2344,101217,1596408
4_2345,101217,1632690
4_2346,101217,1668972
4_2347,101217,1705254
4_2348,101217,1741536
4_2349,101217,1777818
4_2350,101217,1814100
4_2351,101217,1850382
4_2352,101217,1886664
4_2353,101217,1922946
4_2354,101217,1959228
4_2355,101217,1995510
4_2356,101217,2031792
4_2357,101217,2068074
4_2358,101217,2104356
4_2359,101217,2140638
4_2360,101217,2176920
4_2361,101217,2213202
4_2362,101217,2249484
4_2363,101217,2285766
4_2364,101217,2322048
4_2365,101217,2358330
4_2366,101217,2394612
4_2367,101217,2430894
4_2368,101217,2467176
4_2369,101217,2503458
4_2370,101217,2539740
4_2371,101217,2576022
4_2372,101217,2612304
4_2373,101217,2648586
4_2374,101217,2684868
4_2375,101217,2721150
4_2376,101217,2757432
4_2377,101217,2793714
4_2378,101217,2829996
4_2401,134956,42483
4_2402,134956,78765
4_2403,134956,115047
4_2404,134956,151329
4_2405,134956,187611
4_2406,134956,223893
4_2407,134956,260175
4_2408,134956,296457
4_2409,134956,332739
4_2410,134956,369021
4_2411,134956,405303
4_2412,134956,441585
4_2413,134956,477867
4_2414,134956,514149
4_2415,134956,550431
4_2416,134956,586713
4_2417,134956,622995
4_2418,134956,659277
4_2419,134956,695559
4_2420,134956,731841
4_2421,134956,768123
4_2422,134956,804405
4_2423,134956,840687
4_2424,134956,876969
4_2425,134956,913251
4_2426,134956,949533
4_2427,134956,985815
4_2428,134956,1022097
4_2429,134956,1058379
4_2430,134956,1094661
4_2431,134956,1130943
4_2432,134956,1167225
4_2433,134956,1203507
4_2434,134956,1239789
4_2435,134956,1276071
4_2436,134956,1312353
4_2437,134956,1348635
4_2438,134956,1384917
4_2439,134956,1421199
4_2440,134956,1457481
4_2441,134956,1493763
4_2442,134956,1530045
4_2443,134956,1566327
4_2444,134956,1602609
4_2445,134956,1638891
4_2446,134956,1675173
4_2447,134956,1711455
4_2448,134956,1747737
4_2449,134956,1784019
4_2450,134956,1820301
4_2451,134956,1856583
4_2452,134956,1892865
4_2453,134956,1929147
4_2454,134956,1965429
4_2455,134956,2001711
4_2456,134956,2037993
4_2457,134956,2074275
4_2458,134956,2110557
4_2459,134956,2146839
4_2460,134956,2183121
4_2461,134956,2219403
4_2462,134956,2255685
4_2463,134956,2291967
4_2464,134956,2328249
4_2465,134956,2364531
4_2466,134956,2400813
4_2467,134956,2437095
4_2468,134956,2473377
4_2469,134956,2509659
4_2470,134956,2545941
4_2471,134956,2582223
4_2472,134956,2618505
4_2473,134956,2654787
4_2474,134956,2691069
4_2475,134956,2727351
4_2476,134956,2763633
4_2477,134956,2799915
4_2478,134956,2836197
4_2501,168695,36282
4_2502,168695,72564
4_2503,168695,108846
4_2504,168695,145128
4_2505,168695,181410
4_2506,168695,217692
4_2507,168695,253974
4_2508,168695,290256
4_2509,168695,326538
4_2510,168695,362820
4_2511,168695,399102
4_2512,168695,435384
4_2513,168695,471666
4_2514,168695,507948
4_2515,168695,544230
4_2516,168695,580512
4_2517,168695,616794
4_2518,168695,653076
4_2519,168695,689358
4_2520,168695,725640
4_2521,168695,761922
4_2522,168695,798204
4_2523,168695,834486
4_2524,168695,870768
4_2525,168695,907050
4_2526,168695,943332
4_2527,168695,979614
4_2528,168695,1015896
4_2529,168695,1052178
4_2530,168695,1088460
4_2531,168695,1124742
4_2532,168695,1161024
4_2533,168695,1197306
4_2534,168695,1233588
4_2535,168695,1269870
4_2536,168695,1306152
4_2537,168695,1342434
4_2538,168695,1378716
4_2539,168695,1414998
4_2540,168695,1451280
4_2541,168695,1487562
4_2542,168695,1523844
4_2543,168695,1560126
4_2544,168695,1596408
4_2545,168695,1632690
4_2546,168695,1668972
4_2547,168695,1705254
4_2548,168695,1741536
4_2549,168695,1777818
4_2550,168695,1814100
4_2551,168695,1850382
4_2552,168695,1886664
4_2553,168695,1922946
4_2554,168695,1959228
4_2555,168695,1995510
4_2556,168695,2031792
4_2557,168695,2068074
4_2558,168695,2104356
4_2559,168695,2140638
4_2560,168695,2176920
4_2561,168695,2213202
4_2562,168695,2249484
4_2563,168695,2285766
4_2564,168695,2322048
4_2565,168695,2358330
4_2566,168695,2394612
4_2567,168695,2430894
4_2568,168695,2467176
4_2569,168695,2503458
4_2570,168695,2539740
4_2571,168695,2576022
4_2572,168695,2612304
4_2573,168695,2648586
4_2574,168695,2684868
4_2575,168695,2721150
4_2576,168695,2757432
4_2577,168695,2793714
4_2578,168695,2829996
4_2601,202434,42483
4_2602,202434,78765
4_2603,202434,115047
4_2604,202434,151329
4_2605,202434,187611
4_2606,202434,223893
4_2607,202434,260175
4_2608,202434,296457
4_2609,202434,332739
4_2610,202434,369021
4_2611,202434,405303
4_2612,202434,441585
4_2613,202434,477867
4_2614,202434,514149
4_2615,202434,550431
4_2616,202434,586713
4_2617,202434,622995
4_2618,202434,659277
4_2619,202434,695559
4_2620,202434,731841
4_2621,202434,768123
4_2622,202434,804405
4_2623,202434,840687
4_2624,202434,876969
4_2625,202434,913251
4_2626,202434,949533
4_2627,202434,985815
4_2628,202434,1022097
4_2629,202434,1058379
4_2630,202434,1094661
4_2631,202434,1130943
4_2632,202434,1167225
4_2633,202434,1203507
4_2634,202434,1239789
4_2635,202434,1276071
4_2636,202434,1312353
4_2637,202434,1348635
4_2638,202434,1384917
4_2639,202434,1421199
4_2640,202434,1457481
4_2641,202434,1493763
4_2642,202434,1530045
4_2643,202434,1566327
4_2644,202434,1602609
4_2645,202434,1638891
4_2646,202434,1675173
4_2647,202434,1711455
4_2648,202434,1747737
4_2649,202434,1784019
4_2650,202434,1820301
4_2651,202434,1856583
4_2652,202434,1892865
4_2653,202434,1929147
4_2654,202434,1965429
4_2655,202434,2001711
4_2656,202434,2037993
4_2657,202434,2074275
4_2658,202434,2110557
4_2659,202434,2146839
4_2660,202434,2183121
4_2661,202434,2219403
4_2662,202434,2255685
4_2663,202434,2291967
4_2664,202434,2328249
4_2665,202434,2364531
4_2666,202434,2400813
4_2667,202434,2437095
4_2668,202434,2473377
4_2669,202434,2509659
4_2670,202434,2545941
4_2671,202434,2582223
4_2672,202434,2618505
4_2673,202434,2654787
4_2674,202434,2691069
4_2675,202434,2727351
4_2676,202434,2763633
4_2677,202434,2799915
4_2678,202434,2836197
